# DIST_PNC,OXFORD_COMMAS,NUM_PARAGRAPHS,NORM_FULL_STOPS,NORM_COMMAS,AVG_SENT_LEN,UNIGRAM_OVERLAP,BIGRAM_OVERLAP,TRIGRAM_OVERLAP,MATCHES_VOCAB_5K,MATCHES_VOCAB_10K,POLARITY,SUBJECTIVITY,SENTIMENT_ES,SENTIMENT_ML,SENTIMENT_ML_SCORE,FLESCH_READING_EASE_SCORE,FLESCH_KINCAID_GRADE_SCORE,SMOG_INDEX_SCORE,COLEMAN_LIAU_INDEX_SCORE,AUTOMATED_READABILITY_INDEX_SCORE,DALE_CHALL_READABILITY_SCORE,DIFFICULT_WORDS_SCORE,LINSEAR_WRITE_FORMULA_SCORE,GUNNING_FOG_SCORE,FERNANDEZ_HUERTA_SCORE,SZIGRISZT_PAZOS_SCORE,GUTIERREZ_POLINI_SCORE,CRAWFORD_SCORE,ADJ,ADP,ADV,AUX,UNK,CCONJ,DET,UNK,NOUN,NUM,UNK,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,UNK,UNK,SPACE
5.00000000,0.00000000,1.00000000,0.07500000,0.03888889,23.00000000,0.00292398,0.00173010,0.00165289,0.83579639,0.04597701,0.18660435,0.52483580,0.99999999,1.00000000,0.75000000,63.63000000,10.40000000,11.40000000,9.46000000,12.60000000,8.03000000,81.00000000,8.66666667,11.66000000,98.00000000,98.28000000,42.45000000,2.40000000,0.14722222,0.22222222,0.13888889,0.12777778,0.00000000,0.06666667,0.11944444,0.00000000,0.37500000,0.00000000,0.05555556,0.18888889,0.00833333,0.11944444,0.06388889,0.00000000,0.20833333,0.00000000,0.00000000,0.01111111
4.00000000,0.00000000,4.00000000,0.08139535,0.06279070,24.11428571,0.00282486,0.00149925,0.00134409,0.82124352,0.03497409,0.14775382,0.43194519,1.00000000,0.00000000,0.50000000,63.83000000,10.40000000,11.30000000,8.94000000,12.10000000,7.55000000,96.00000000,14.25000000,11.95000000,98.20000000,98.37000000,43.37000000,2.40000000,0.14651163,0.21162791,0.11162791,0.15116279,0.00000000,0.06976744,0.22558140,0.00000000,0.36046512,0.00930233,0.06976744,0.13023256,0.06976744,0.14418605,0.04883721,0.00000000,0.20697674,0.00000000,0.00000000,0.00697674
9.00000000,0.00000000,3.00000000,0.06625259,0.09109731,26.97058824,0.00242718,0.00131406,0.00123457,0.75802469,0.06296296,0.05726162,0.43182849,1.00000000,1.00000000,0.75000000,70.36000000,9.90000000,11.80000000,9.99000000,14.10000000,8.17000000,107.00000000,11.40000000,12.86000000,102.20000000,97.25000000,40.94000000,2.40000000,0.11594203,0.22567288,0.10351967,0.12629400,0.00000000,0.06625259,0.17391304,0.00000000,0.33954451,0.01035197,0.04140787,0.18012422,0.04140787,0.20703934,0.06004141,0.00000000,0.19668737,0.00000000,0.00000000,0.01035197
7.00000000,1.00000000,1.00000000,0.08027523,0.07798165,22.22222222,0.00309598,0.00165289,0.00147929,0.85091421,0.04922644,0.07060233,0.46732348,1.00000000,-1.00000000,0.25000000,75.54000000,7.90000000,9.80000000,8.36000000,10.40000000,7.18000000,78.00000000,11.00000000,10.19000000,107.40000000,103.55000000,44.96000000,2.10000000,0.11238532,0.19266055,0.10550459,0.13073394,0.00000000,0.04816514,0.14449541,0.00000000,0.40825688,0.01146789,0.10091743,0.12614679,0.00458716,0.16972477,0.05504587,0.00229358,0.21100917,0.00000000,0.00000000,0.01146789
5.00000000,0.00000000,1.00000000,0.09218437,0.08416834,21.93478261,0.00250627,0.00125786,0.00112360,0.86718750,0.02566964,0.08414732,0.47641706,1.00000000,1.00000000,0.75000000,76.56000000,7.60000000,9.40000000,6.85000000,8.70000000,6.57000000,82.00000000,8.50000000,9.47000000,108.50000000,107.09000000,47.86000000,1.80000000,0.19238477,0.20440882,0.10420842,0.18837675,0.00000000,0.06813627,0.22845691,0.00000000,0.36673347,0.00801603,0.05010020,0.16032064,0.00400802,0.18837675,0.04208417,0.00000000,0.20440882,0.00000000,0.00000000,0.01202405
5.00000000,0.00000000,1.00000000,0.05797101,0.07971014,30.96153846,0.00291545,0.00154321,0.00139860,0.85062241,0.03457815,0.12908425,0.43750692,1.00000000,1.00000000,0.75000000,50.40000000,13.50000000,14.50000000,10.75000000,15.90000000,8.20000000,114.00000000,11.00000000,15.32000000,87.20000000,84.61000000,39.09000000,3.20000000,0.18599034,0.20772947,0.14251208,0.15942029,0.00000000,0.04830918,0.22946860,0.00241546,0.34541063,0.00483092,0.06280193,0.15942029,0.00724638,0.15942029,0.05797101,0.00000000,0.15700483,0.00000000,0.00000000,0.01449275
6.00000000,0.00000000,4.00000000,0.08433735,0.04819277,23.77777778,0.00287356,0.00145138,0.00131406,0.79090909,0.06883117,0.07844362,0.44465780,1.00000000,-1.00000000,0.00000000,72.29000000,9.20000000,10.40000000,9.58000000,12.70000000,7.55000000,91.00000000,7.14285714,11.54000000,104.20000000,99.98000000,42.29000000,2.20000000,0.18072289,0.20722892,0.10843373,0.14939759,0.00000000,0.05542169,0.20240964,0.00000000,0.37590361,0.01927711,0.04819277,0.18072289,0.05542169,0.15421687,0.09156627,0.00481928,0.21686747,0.00000000,0.00000000,0.01204819
7.00000000,0.00000000,1.00000000,0.08728180,0.07730673,22.33333333,0.00303951,0.00158983,0.00144718,0.85633001,0.05405405,0.14932936,0.42884561,1.00000000,1.00000000,0.75000000,72.09000000,9.30000000,10.90000000,9.35000000,12.70000000,7.50000000,84.00000000,8.66666667,11.85000000,104.00000000,98.83000000,42.60000000,2.30000000,0.17206983,0.21197007,0.06234414,0.13715711,0.00000000,0.06982544,0.18703242,0.00000000,0.41147132,0.01246883,0.07730673,0.16458853,0.00000000,0.18952618,0.04987531,0.00000000,0.23192020,0.00000000,0.00000000,0.02743142
8.00000000,0.00000000,1.00000000,0.07487923,0.07729469,29.82142857,0.00277008,0.00146628,0.00135501,0.84090909,0.04278075,0.09434050,0.48288347,1.00000000,-1.00000000,0.25000000,66.41000000,11.50000000,11.60000000,8.54000000,14.60000000,7.84000000,98.00000000,12.00000000,13.92000000,98.30000000,95.68000000,42.50000000,2.30000000,0.11594203,0.19082126,0.12077295,0.13526570,0.00000000,0.08695652,0.15458937,0.00000000,0.33816425,0.00724638,0.08937198,0.23188406,0.02657005,0.18115942,0.07246377,0.00000000,0.25362319,0.00000000,0.00000000,0.01207729
3.00000000,1.00000000,5.00000000,0.10000000,0.04210526,20.00000000,0.00344828,0.00170358,0.00154083,0.85650888,0.03254438,0.12827148,0.47636009,1.00000000,-1.00000000,0.25000000,85.02000000,6.40000000,8.80000000,6.62000000,8.50000000,6.28000000,44.00000000,9.00000000,8.94000000,114.50000000,109.06000000,48.24000000,1.70000000,0.14473684,0.21315789,0.09473684,0.14210526,0.00000000,0.05000000,0.17631579,0.00000000,0.37105263,0.00526316,0.13947368,0.20526316,0.00263158,0.14210526,0.05000000,0.00000000,0.25000000,0.00000000,0.00000000,0.01315789
7.00000000,0.00000000,3.00000000,0.07084469,0.05994550,25.31034483,0.00320513,0.00166113,0.00155280,0.84769231,0.02307692,0.18458165,0.52223702,0.99981818,-1.00000000,0.25000000,60.69000000,11.60000000,11.90000000,9.00000000,13.80000000,7.47000000,77.00000000,12.80000000,13.24000000,95.00000000,94.61000000,42.18000000,2.50000000,0.15531335,0.20435967,0.11989101,0.14441417,0.00000000,0.07629428,0.14441417,0.00000000,0.36239782,0.00544959,0.07901907,0.22343324,0.01089918,0.15258856,0.06539510,0.00000000,0.23433243,0.00000000,0.00000000,0.02179837
9.00000000,1.00000000,4.00000000,0.09826590,0.07321773,16.77586207,0.00259067,0.00130890,0.00119048,0.85913853,0.02328289,0.10116770,0.53521409,0.99999993,-1.00000000,0.25000000,80.01000000,6.20000000,8.70000000,8.18000000,8.30000000,6.51000000,78.00000000,10.80000000,8.22000000,111.90000000,111.41000000,46.30000000,1.60000000,0.15028902,0.17533719,0.08863198,0.17341040,0.00000000,0.05780347,0.13102119,0.00192678,0.33333333,0.00770713,0.08285164,0.17533719,0.02119461,0.20038536,0.05009634,0.00000000,0.21772640,0.00000000,0.00000000,0.00770713
4.00000000,0.00000000,6.00000000,0.07677543,0.04030710,21.93617021,0.00281690,0.00125000,0.00109170,0.87500000,0.03676471,0.11160243,0.40167435,1.00000000,0.00000000,0.50000000,62.21000000,11.00000000,11.70000000,9.58000000,13.40000000,6.69000000,73.00000000,12.20000000,11.45000000,96.50000000,95.05000000,41.72000000,2.60000000,0.16122841,0.22072937,0.07869482,0.14971209,0.00000000,0.04990403,0.17658349,0.00000000,0.45105566,0.00959693,0.07293666,0.16890595,0.00000000,0.13051823,0.07293666,0.00000000,0.22648752,0.00000000,0.00000000,0.00959693
4.00000000,0.00000000,1.00000000,0.08498024,0.09090909,21.32558140,0.00271739,0.00141844,0.00127877,0.83375000,0.05000000,0.12969583,0.47996977,1.00000000,-1.00000000,0.25000000,67.99000000,8.80000000,11.00000000,10.04000000,11.40000000,7.25000000,94.00000000,10.60000000,10.13000000,102.30000000,100.33000000,42.51000000,2.40000000,0.16403162,0.16996047,0.07905138,0.14822134,0.00000000,0.04743083,0.18379447,0.00000000,0.35375494,0.00988142,0.07114625,0.11067194,0.00395257,0.18972332,0.05533597,0.00000000,0.21343874,0.00000000,0.00000000,0.01185771
7.00000000,1.00000000,1.00000000,0.08474576,0.05084746,22.87804878,0.00299401,0.00144928,0.00125628,0.86910377,0.01650943,0.13556653,0.47421038,0.99998808,0.00000000,0.50000000,73.51000000,8.70000000,9.70000000,7.43000000,10.40000000,6.60000000,68.00000000,11.00000000,10.66000000,105.40000000,104.92000000,46.31000000,1.90000000,0.13559322,0.14830508,0.09745763,0.17372881,0.00000000,0.06779661,0.13771186,0.00000000,0.31779661,0.00635593,0.08474576,0.27754237,0.00211864,0.15254237,0.09322034,0.00000000,0.28177966,0.00000000,0.00000000,0.01059322
5.00000000,0.00000000,8.00000000,0.09198113,0.03773585,19.65116279,0.00284900,0.00151976,0.00138504,0.77837838,0.03378378,0.14736684,0.50252734,0.95461364,0.00000000,0.50000000,73.92000000,8.60000000,10.10000000,9.81000000,12.10000000,7.80000000,98.00000000,14.25000000,10.86000000,105.80000000,100.63000000,42.50000000,2.30000000,0.10141509,0.18632075,0.08962264,0.13679245,0.00000000,0.06839623,0.17924528,0.00235849,0.38915094,0.02122642,0.09433962,0.15801887,0.08962264,0.16745283,0.06603774,0.00000000,0.22641509,0.00000000,0.00000000,0.01650943
4.00000000,1.00000000,1.00000000,0.10186757,0.04074703,18.51612903,0.00268817,0.00118765,0.00101215,0.88708134,0.02200957,0.14188045,0.44752317,1.00000000,-1.00000000,0.25000000,78.48000000,6.80000000,9.60000000,8.00000000,8.80000000,6.28000000,79.00000000,8.66666667,8.65000000,110.40000000,107.44000000,46.14000000,1.90000000,0.12733447,0.17657046,0.13582343,0.15619694,0.00000000,0.04753820,0.17317487,0.00000000,0.38879457,0.01697793,0.11544992,0.13921902,0.00169779,0.14940577,0.06960951,0.00000000,0.24108659,0.00000000,0.00000000,0.01018676
6.00000000,0.00000000,5.00000000,0.11764706,0.03361345,17.09090909,0.00334448,0.00173010,0.00152439,0.84457478,0.04985337,0.07361116,0.54513699,0.99999389,1.00000000,0.75000000,79.09000000,6.60000000,10.00000000,6.03000000,6.90000000,6.35000000,55.00000000,5.11111111,8.64000000,111.00000000,108.23000000,49.58000000,1.80000000,0.13725490,0.15406162,0.10084034,0.18487395,0.00000000,0.05882353,0.16246499,0.00000000,0.34453782,0.01400560,0.14565826,0.26610644,0.00000000,0.16526611,0.06442577,0.00000000,0.29411765,0.00000000,0.00000000,0.01400560
6.00000000,1.00000000,1.00000000,0.08470588,0.04000000,20.91891892,0.00328947,0.00164745,0.00147059,0.87517934,0.02152080,0.20944553,0.38056530,1.00000000,0.00000000,0.50000000,68.20000000,8.70000000,11.20000000,9.75000000,10.90000000,6.80000000,69.00000000,8.16666667,9.86000000,102.60000000,101.55000000,43.06000000,2.30000000,0.21176471,0.16705882,0.11529412,0.11058824,0.00000000,0.07529412,0.12705882,0.00000000,0.37411765,0.00000000,0.06117647,0.12235294,0.00000000,0.16000000,0.05647059,0.00000000,0.22823529,0.00000000,0.00000000,0.01176471
5.00000000,0.00000000,6.00000000,0.08092486,0.09537572,21.15151515,0.00331126,0.00176056,0.00164474,0.80975610,0.04715447,0.13540657,0.52990945,1.00000000,-1.00000000,0.25000000,72.70000000,9.00000000,11.80000000,9.00000000,12.10000000,7.70000000,79.00000000,10.16666667,11.98000000,104.60000000,99.50000000,43.40000000,2.30000000,0.14161850,0.16763006,0.10982659,0.16763006,0.00000000,0.08670520,0.17052023,0.00000000,0.37861272,0.00867052,0.07514451,0.19942197,0.00867052,0.19942197,0.07225434,0.00000000,0.21676301,0.00000000,0.00000000,0.01445087
5.00000000,1.00000000,5.00000000,0.08333333,0.08333333,24.08823529,0.00330033,0.00158479,0.00141844,0.82559775,0.02953586,0.04341310,0.54353656,0.99999999,1.00000000,0.75000000,81.16000000,7.90000000,7.40000000,5.64000000,9.50000000,6.08000000,34.00000000,8.33333333,9.97000000,110.60000000,109.29000000,48.99000000,1.50000000,0.10353535,0.20454545,0.12878788,0.14898990,0.00000000,0.07575758,0.14141414,0.00252525,0.24242424,0.00757576,0.08838384,0.33838384,0.01262626,0.18181818,0.08333333,0.00000000,0.29797980,0.00000000,0.00000000,0.01010101
5.00000000,1.00000000,8.00000000,0.08527132,0.04909561,20.36842105,0.00279330,0.00156986,0.00148588,0.84319527,0.02958580,0.08365148,0.44342501,0.99999915,1.00000000,0.75000000,80.55000000,8.10000000,9.00000000,7.49000000,11.10000000,6.79000000,52.00000000,10.40000000,10.93000000,110.00000000,106.48000000,45.78000000,1.70000000,0.11369509,0.19121447,0.14470284,0.14470284,0.00000000,0.03359173,0.16537468,0.00258398,0.33591731,0.01291990,0.07235142,0.25322997,0.00516796,0.15245478,0.10077519,0.00000000,0.25322997,0.00000000,0.00000000,0.01808786
