# DIST_PNC,OXFORD_COMMAS,NUM_PARAGRAPHS,NORM_FULL_STOPS,NORM_COMMAS,AVG_SENT_LEN,UNIGRAM_OVERLAP,BIGRAM_OVERLAP,TRIGRAM_OVERLAP,MATCHES_VOCAB_5K,MATCHES_VOCAB_10K,POLARITY,SUBJECTIVITY,SENTIMENT_ES,SENTIMENT_ML,SENTIMENT_ML_SCORE,FLESCH_READING_EASE_SCORE,FLESCH_KINCAID_GRADE_SCORE,SMOG_INDEX_SCORE,COLEMAN_LIAU_INDEX_SCORE,AUTOMATED_READABILITY_INDEX_SCORE,DALE_CHALL_READABILITY_SCORE,DIFFICULT_WORDS_SCORE,LINSEAR_WRITE_FORMULA_SCORE,GUNNING_FOG_SCORE,FERNANDEZ_HUERTA_SCORE,SZIGRISZT_PAZOS_SCORE,GUTIERREZ_POLINI_SCORE,CRAWFORD_SCORE,ADJ,ADP,ADV,AUX,UNK,CCONJ,DET,UNK,NOUN,NUM,UNK,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,UNK,UNK,SPACE
2.00000000,0.00000000,4.00000000,0.11728395,0.04320988,18.16666667,0.00671141,0.00432900,0.00404858,0.67200000,0.03200000,0.34306878,0.52201058,0.00000000,1.00000000,1.00000000,78.74000000,13.10000000,14.10000000,17.05000000,15.20000000,7.08000000,27.00000000,8.75000000,9.21000000,76.50000000,74.76000000,31.70000000,4.40000000,0.11111111,0.23456790,0.04320988,0.09259259,0.00000000,0.07407407,0.16666667,0.00000000,0.40123457,0.05555556,0.00000000,0.16049383,0.12345679,0.15432099,0.07407407,0.00000000,0.22839506,0.00000000,0.00000000,0.09876543
4.00000000,1.00000000,1.00000000,0.12315271,0.03940887,14.69565217,0.00571429,0.00384615,0.00361011,0.70609319,0.03942652,0.24730903,0.49618056,0.00000000,1.00000000,1.00000000,89.16000000,10.40000000,11.70000000,9.85000000,8.20000000,6.71000000,28.00000000,7.50000000,7.02000000,86.40000000,85.32000000,44.08000000,3.50000000,0.04433498,0.19704433,0.03448276,0.02463054,0.00000000,0.10837438,0.24630542,0.00492611,0.32512315,0.00985222,0.00000000,0.06403941,0.09852217,0.21182266,0.03940887,0.00492611,0.22167488,0.00000000,0.00000000,0.02955665
2.00000000,1.00000000,5.00000000,0.08071749,0.06278027,22.25000000,0.00552486,0.00309598,0.00283286,0.71676301,0.06358382,0.27322975,0.38193929,0.46274595,1.00000000,1.00000000,72.93000000,15.20000000,16.80000000,15.55000000,17.60000000,6.49000000,29.00000000,14.20000000,11.18000000,74.00000000,69.24000000,32.22000000,4.70000000,0.11210762,0.31390135,0.04035874,0.04035874,0.00000000,0.14349776,0.25112108,0.00000000,0.44843049,0.01793722,0.00000000,0.05829596,0.06726457,0.14349776,0.01793722,0.00000000,0.23766816,0.00000000,0.00000000,0.10313901
6.00000000,2.00000000,1.00000000,0.09230769,0.07179487,20.47368421,0.00595238,0.00364964,0.00342466,0.70567376,0.02836879,0.34973485,0.54383333,0.00000000,1.00000000,1.00000000,85.05000000,11.80000000,14.40000000,15.84000000,15.60000000,6.89000000,29.00000000,11.66666667,9.35000000,85.80000000,81.47000000,33.25000000,3.90000000,0.11282051,0.24102564,0.02564103,0.05641026,0.00000000,0.13333333,0.21025641,0.00000000,0.33846154,0.02051282,0.00000000,0.16923077,0.14358974,0.17948718,0.05128205,0.04615385,0.17435897,0.00000000,0.00000000,0.09230769
5.00000000,1.00000000,5.00000000,0.14814815,0.03703704,8.95454545,0.01149425,0.00763359,0.00694444,0.69178082,0.04109589,0.60959596,0.84444444,0.00000000,1.00000000,1.00000000,94.51000000,9.00000000,11.40000000,9.20000000,8.10000000,6.30000000,16.00000000,5.00000000,5.70000000,93.00000000,90.84000000,44.82000000,3.00000000,0.10185185,0.19444444,0.00925926,0.14814815,0.00000000,0.09259259,0.20370370,0.00000000,0.31481481,0.00925926,0.00000000,0.10185185,0.10185185,0.19444444,0.02777778,0.07407407,0.19444444,0.00000000,0.00000000,0.05555556
3.00000000,0.00000000,1.00000000,0.10212766,0.06808511,17.37500000,0.00490196,0.00319489,0.00303951,0.64444444,0.04126984,0.34084101,0.47469278,0.00000000,1.00000000,1.00000000,85.75000000,11.30000000,13.00000000,14.67000000,12.90000000,7.14000000,48.00000000,14.00000000,8.71000000,84.00000000,81.99000000,35.67000000,3.90000000,0.09787234,0.26808511,0.02127660,0.03829787,0.00000000,0.08085106,0.22553191,0.00000000,0.35319149,0.01276596,0.00000000,0.05957447,0.17446809,0.17021277,0.01276596,0.00425532,0.16595745,0.00000000,0.00000000,0.08936170
3.00000000,1.00000000,1.00000000,0.06382979,0.07978723,25.69230769,0.00584795,0.00386100,0.00374532,0.64202335,0.05058366,0.39722222,0.74166667,0.99637681,1.00000000,1.00000000,79.17000000,13.20000000,15.20000000,17.41000000,18.20000000,7.57000000,36.00000000,14.60000000,11.04000000,82.00000000,75.57000000,29.84000000,4.20000000,0.16489362,0.25531915,0.01063830,0.03191489,0.00000000,0.09574468,0.24468085,0.00000000,0.40957447,0.02659574,0.00000000,0.07446809,0.12234043,0.14893617,0.02127660,0.00531915,0.08510638,0.00000000,0.00000000,0.07978723
2.00000000,6.00000000,1.00000000,0.10112360,0.10674157,20.46666667,0.00613497,0.00404858,0.00395257,0.72727273,0.03952569,0.39944357,0.53688088,0.00000000,1.00000000,1.00000000,85.26000000,11.20000000,12.40000000,11.48000000,10.20000000,6.38000000,21.00000000,11.83333333,7.09000000,84.40000000,81.40000000,41.12000000,3.90000000,0.16292135,0.14606742,0.08426966,0.08426966,0.00000000,0.08426966,0.18539326,0.00000000,0.25842697,0.01685393,0.00000000,0.07865169,0.13483146,0.19101124,0.06741573,0.00000000,0.20224719,0.00000000,0.00000000,0.02808989
2.00000000,0.00000000,4.00000000,0.08620690,0.03448276,22.06250000,0.00595238,0.00358423,0.00332226,0.77181208,0.03020134,0.30046086,0.81804973,0.01588118,1.00000000,0.75000000,78.46000000,13.80000000,15.10000000,11.73000000,14.10000000,6.30000000,18.00000000,13.40000000,10.69000000,80.60000000,75.00000000,38.82000000,4.20000000,0.16091954,0.29885057,0.10919540,0.14942529,0.00000000,0.12068966,0.24137931,0.00000000,0.37931034,0.01724138,0.00000000,0.05172414,0.07471264,0.12643678,0.05172414,0.00000000,0.17816092,0.00000000,0.00000000,0.06896552
3.00000000,1.00000000,1.00000000,0.05586592,0.07262570,30.00000000,0.00757576,0.00431034,0.00392157,0.81712062,0.05058366,0.38290043,0.46728716,0.00000000,1.00000000,0.75000000,69.44000000,17.00000000,15.80000000,13.65000000,18.20000000,6.53000000,11.00000000,17.50000000,12.37000000,69.30000000,65.89000000,34.28000000,4.70000000,0.09497207,0.13966480,0.03351955,0.12849162,0.00000000,0.10055866,0.15083799,0.00000000,0.33519553,0.00558659,0.00000000,0.07262570,0.02793296,0.12849162,0.13966480,0.00000000,0.29050279,0.00000000,0.00000000,0.02793296
2.00000000,5.00000000,1.00000000,0.09815951,0.07361963,18.58823529,0.00657895,0.00398406,0.00384615,0.63671875,0.04687500,0.33451178,0.55732323,0.00000000,1.00000000,1.00000000,85.91000000,10.90000000,13.10000000,12.18000000,11.50000000,6.85000000,30.00000000,8.57142857,9.48000000,88.00000000,82.26000000,39.68000000,3.90000000,0.09202454,0.30061350,0.02453988,0.03067485,0.00000000,0.11042945,0.25153374,0.00000000,0.36809816,0.01226994,0.00000000,0.07361963,0.26993865,0.15950920,0.02453988,0.00000000,0.15337423,0.00000000,0.00000000,0.06748466
2.00000000,0.00000000,1.00000000,0.18137255,0.05392157,9.51428571,0.00653595,0.00425532,0.00392157,0.66666667,0.05038760,0.27746528,0.59201389,0.00000000,1.00000000,1.00000000,96.42000000,7.30000000,9.50000000,10.91000000,8.10000000,5.76000000,16.00000000,3.56250000,3.34000000,97.50000000,92.61000000,41.04000000,2.20000000,0.06862745,0.15686275,0.04901961,0.06372549,0.00000000,0.04901961,0.21568627,0.00490196,0.38235294,0.01960784,0.00000000,0.06862745,0.06862745,0.22549020,0.03431373,0.00490196,0.21568627,0.00000000,0.00000000,0.00490196
5.00000000,1.00000000,3.00000000,0.15254237,0.05084746,189.50000000,0.00694444,0.00413223,0.00363636,0.50965251,0.01930502,0.21506494,0.48285714,0.99639152,1.00000000,1.00000000,-197.87000000,120.70000000,0.00000000,20.45000000,159.20000000,20.61000000,29.00000000,70.00000000,122.66000000,-196.30000000,-195.59000000,-70.81000000,4.50000000,0.06214689,0.29378531,0.02259887,0.02259887,0.00000000,0.05084746,0.28248588,0.00000000,0.20903955,0.00564972,0.00564972,0.08474576,0.50282486,0.07344633,0.02824859,0.00000000,0.10734463,0.00000000,0.00000000,0.38983051
2.00000000,0.00000000,1.00000000,0.09150327,0.01307190,21.13333333,0.00602410,0.00396825,0.00371747,0.76404494,0.03745318,0.39273399,0.61598522,0.00000000,1.00000000,1.00000000,78.99000000,13.20000000,14.70000000,13.05000000,13.20000000,6.57000000,23.00000000,11.33333333,8.64000000,79.10000000,75.18000000,37.69000000,4.40000000,0.14379085,0.25490196,0.05882353,0.11111111,0.00000000,0.09803922,0.28758170,0.00000000,0.42483660,0.01960784,0.00653595,0.16339869,0.05882353,0.10457516,0.04575163,0.01960784,0.22875817,0.00000000,0.00000000,0.04575163
2.00000000,2.00000000,1.00000000,0.11564626,0.03401361,17.29411765,0.00917431,0.00518135,0.00438596,0.73705179,0.02788845,0.25694444,0.73888889,0.00000000,1.00000000,1.00000000,92.54000000,9.90000000,11.70000000,8.18000000,8.40000000,5.78000000,12.00000000,7.12500000,7.27000000,93.50000000,89.18000000,46.23000000,3.30000000,0.07482993,0.31292517,0.05442177,0.10204082,0.00000000,0.08843537,0.23129252,0.00000000,0.32653061,0.00680272,0.00000000,0.08163265,0.22448980,0.14965986,0.05442177,0.00000000,0.24489796,0.00000000,0.00000000,0.04761905
3.00000000,3.00000000,1.00000000,0.13084112,0.08411215,13.07142857,0.01041667,0.00704225,0.00689655,0.63309353,0.03597122,0.38164336,0.63496503,0.00000000,1.00000000,1.00000000,90.84000000,9.50000000,11.70000000,12.21000000,9.40000000,6.35000000,13.00000000,6.20000000,5.84000000,88.80000000,86.94000000,39.97000000,3.20000000,0.09345794,0.20560748,0.04672897,0.04672897,0.00000000,0.11214953,0.20560748,0.00000000,0.36448598,0.00934579,0.00000000,0.04672897,0.15887850,0.21495327,0.00000000,0.00000000,0.09345794,0.00000000,0.00000000,0.11214953
2.00000000,0.00000000,1.00000000,0.12337662,0.02597403,15.36842105,0.00628931,0.00416667,0.00395257,0.78800000,0.01600000,0.41316667,0.65659259,0.00000000,1.00000000,1.00000000,84.66000000,11.50000000,13.70000000,11.48000000,10.30000000,6.05000000,18.00000000,7.22222222,7.06000000,83.70000000,80.79000000,40.90000000,4.00000000,0.12337662,0.26623377,0.07142857,0.08441558,0.00000000,0.07142857,0.20779221,0.00000000,0.33766234,0.00000000,0.00000000,0.14285714,0.07142857,0.14285714,0.05844156,0.00649351,0.27272727,0.00000000,0.00000000,0.03896104
3.00000000,2.00000000,1.00000000,0.06976744,0.12209302,29.90000000,0.00645161,0.00420168,0.00400000,0.74900398,0.03187251,0.37337662,0.65220779,0.00000371,1.00000000,1.00000000,71.55000000,15.60000000,16.50000000,11.38000000,14.90000000,7.38000000,37.00000000,18.50000000,14.10000000,72.90000000,67.88000000,38.92000000,4.70000000,0.11046512,0.22674419,0.04651163,0.02906977,0.00000000,0.12209302,0.21511628,0.00000000,0.36627907,0.00000000,0.00581395,0.05813953,0.05813953,0.18604651,0.02906977,0.00000000,0.24418605,0.00000000,0.00000000,0.04069767
2.00000000,4.00000000,1.00000000,0.10160428,0.07486631,19.61111111,0.00641026,0.00403226,0.00373134,0.59689922,0.03875969,0.17066416,0.40068922,1.00000000,1.00000000,1.00000000,85.91000000,11.30000000,14.60000000,15.25000000,14.50000000,6.42000000,26.00000000,7.87500000,8.86000000,87.00000000,82.32000000,34.13000000,3.80000000,0.06951872,0.35294118,0.01069519,0.02139037,0.00000000,0.09625668,0.15508021,0.00000000,0.31550802,0.00000000,0.00000000,0.05882353,0.25133690,0.17112299,0.03208556,0.00000000,0.21390374,0.00000000,0.00000000,0.13903743
